name,kana,per,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,vitA_ug,vitB1_mg,vitB2_mg,vitC_mg
こめ　［陸稲穀粒］　七分つき米,こめ　［陸稲穀粒］　七分つき米,100,359.0,9.5,1.5,75.8,0.9,0.0,0.0,0.0,0.0
こめ　［陸稲穀粒］　精白米,こめ　［陸稲穀粒］　精白米,100,331.0,9.3,0.9,70.5,0.5,0.0,0.0,0.0,0.0
こめ　［陸稲めし］　玄米,こめ　［陸稲めし］　玄米,100,156.0,4.1,1.0,32.0,1.4,0.0,0.0,0.0,0.0
こめ　［陸稲めし］　半つき米,こめ　［陸稲めし］　半つき米,100,157.0,3.8,0.6,33.5,0.8,0.0,0.0,0.0,0.0
こめ　［陸稲めし］　七分つき米,こめ　［陸稲めし］　七分つき米,100,155.0,3.6,0.5,33.5,0.5,0.0,0.0,0.0,0.0
こめ　［陸稲めし］　精白米,こめ　［陸稲めし］　精白米,100,157.0,3.5,0.3,34.6,0.3,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　アルファ化米　一般用,こめ　［うるち米製品］　アルファ化米　一般用,100,358.0,6.0,1.0,79.6,1.2,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　アルファ化米　学校給食用強化品,こめ　［うるち米製品］　アルファ化米　学校給食用強化品,100,358.0,6.0,1.0,79.6,1.2,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　おにぎり,こめ　［うるち米製品］　おにぎり,100,170.0,2.7,0.3,36.1,0.4,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　焼きおにぎり,こめ　［うるち米製品］　焼きおにぎり,100,166.0,3.1,0.3,36.9,0.4,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　きりたんぽ,こめ　［うるち米製品］　きりたんぽ,100,200.0,3.2,0.4,41.9,0.4,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　上新粉,こめ　［うるち米製品］　上新粉,100,343.0,6.2,0.9,75.9,0.6,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　玄米粉,こめ　［うるち米製品］　玄米粉,100,370.0,7.1,2.9,77.1,3.5,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　米粉,こめ　［うるち米製品］　米粉,100,356.0,6.0,0.7,74.3,0.6,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　米粉パン　食パン,こめ　［うるち米製品］　米粉パン　食パン,100,247.0,10.7,5.1,35.0,0.7,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　米粉パン　ロールパン,こめ　［うるち米製品］　米粉パン　ロールパン,100,256.0,8.8,6.7,36.1,0.6,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　米粉パン　小麦グルテン不使用のもの,こめ　［うるち米製品］　米粉パン　小麦グルテン不使用のもの,100,247.0,3.4,3.1,50.8,0.9,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　米粉めん,こめ　［うるち米製品］　米粉めん,100,252.0,3.6,0.7,51.5,0.9,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　ビーフン,こめ　［うるち米製品］　ビーフン,100,360.0,7.0,1.6,72.7,0.9,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　ライスペーパー,こめ　［うるち米製品］　ライスペーパー,100,339.0,0.5,0.3,77.9,0.8,0.0,0.0,0.0,0.0
こめ　［うるち米製品］　米こうじ,こめ　［うるち米製品］　米こうじ,100,260.0,5.8,1.7,55.9,1.4,0.0,0.0,0.0,0.0
こめ　［もち米製品］　もち,こめ　［もち米製品］　もち,100,223.0,4.0,0.6,45.5,0.5,0.0,0.0,0.0,0.0
こめ　［もち米製品］　赤飯,こめ　［もち米製品］　赤飯,100,186.0,4.3,0.6,37.3,1.6,0.0,0.0,0.0,0.0
こめ　［もち米製品］　あくまき,こめ　［もち米製品］　あくまき,100,131.0,2.3,1.8,26.4,0.2,0.0,0.0,0.0,0.0
こめ　［もち米製品］　白玉粉,こめ　［もち米製品］　白玉粉,100,347.0,6.3,1.0,76.5,0.5,0.0,0.0,0.0,0.0
こめ　［もち米製品］　道明寺粉,こめ　［もち米製品］　道明寺粉,100,349.0,7.1,0.7,77.3,0.7,0.0,0.0,0.0,0.0
こめ　［その他］　米ぬか,こめ　［その他］　米ぬか,100,374.0,13.4,19.6,25.3,20.5,0.0,0.0,0.0,0.0
そば　そば粉　全層粉,そば　そば粉　全層粉,100,339.0,12.0,3.1,63.9,4.3,0.0,0.0,0.0,0.0
そば　そば粉　内層粉,そば　そば粉　内層粉,100,342.0,6.0,1.6,73.8,1.8,0.0,0.0,0.0,0.0
そば　そば粉　中層粉,そば　そば粉　中層粉,100,334.0,10.2,2.7,64.9,4.4,0.0,0.0,0.0,0.0
そば　そば粉　表層粉,そば　そば粉　表層粉,100,337.0,15.0,3.6,41.5,7.1,0.0,0.0,0.0,0.0
そば　そば米,そば　そば米,100,347.0,9.6,2.5,64.4,3.7,0.0,0.0,0.0,0.0
そば　そば　生,そば　そば　生,100,271.0,9.8,1.9,51.3,6.0,0.0,0.0,0.0,0.0
そば　そば　ゆで,そば　そば　ゆで,100,130.0,4.8,1.0,24.5,2.9,0.0,0.0,0.0,0.0
そば　そば　半生そば,そば　そば　半生そば,100,325.0,10.5,3.8,59.0,6.9,0.0,0.0,0.0,0.0
そば　干しそば　乾,そば　干しそば　乾,100,344.0,14.0,2.3,65.9,3.7,0.0,0.0,0.0,0.0
そば　干しそば　ゆで,そば　干しそば　ゆで,100,113.0,4.8,0.7,21.5,1.5,0.0,0.0,0.0,0.0
とうもろこし　玄穀　黄色種,とうもろこし　玄穀　黄色種,100,341.0,8.6,5.0,64.8,9.0,13.0,0.0,0.0,0.0
とうもろこし　玄穀　白色種,とうもろこし　玄穀　白色種,100,341.0,8.6,5.0,64.8,9.0,0.0,0.0,0.0,0.0
とうもろこし　コーンミール　黄色種,とうもろこし　コーンミール　黄色種,100,375.0,8.3,4.0,72.5,8.0,13.0,0.0,0.0,0.0
とうもろこし　コーンミール　白色種,とうもろこし　コーンミール　白色種,100,375.0,8.3,4.0,72.5,8.0,0.0,0.0,0.0,0.0
とうもろこし　コーングリッツ　黄色種,とうもろこし　コーングリッツ　黄色種,100,352.0,8.2,1.0,74.8,2.4,15.0,0.0,0.0,0.0
とうもろこし　コーングリッツ　白色種,とうもろこし　コーングリッツ　白色種,100,352.0,8.2,1.0,74.8,2.4,0.0,0.0,0.0,0.0
とうもろこし　コーンフラワー　黄色種,とうもろこし　コーンフラワー　黄色種,100,347.0,6.6,2.8,72.5,1.7,11.0,0.0,0.0,0.0
とうもろこし　コーンフラワー　白色種,とうもろこし　コーンフラワー　白色種,100,347.0,6.6,2.8,72.5,1.7,0.0,0.0,0.0,0.0
とうもろこし　ジャイアントコーン　フライ　味付け,とうもろこし　ジャイアントコーン　フライ　味付け,100,409.0,5.7,11.8,0.0,10.5,0.0,0.0,0.0,0.0
とうもろこし　ポップコーン,とうもろこし　ポップコーン,100,472.0,10.2,22.8,54.1,9.3,15.0,0.0,0.0,0.0
とうもろこし　コーンフレーク,とうもろこし　コーンフレーク,100,380.0,7.8,1.7,82.2,2.4,10.0,0.0,0.0,0.0
はとむぎ　精白粒,はとむぎ　精白粒,100,353.0,13.3,1.3,0.0,0.6,0.0,0.0,0.0,0.0
ひえ　精白粒,ひえ　精白粒,100,361.0,9.4,3.3,70.8,4.3,0.0,0.0,0.0,0.0
もろこし　玄穀,もろこし　玄穀,100,344.0,10.3,4.7,59.7,9.7,0.0,0.0,0.0,0.0
もろこし　精白粒,もろこし　精白粒,100,348.0,9.5,2.6,65.4,4.4,0.0,0.0,0.0,0.0
ライむぎ　全粒粉,ライむぎ　全粒粉,100,317.0,12.7,2.7,55.7,13.3,0.0,0.0,0.0,0.0
ライむぎ　ライ麦粉,ライむぎ　ライ麦粉,100,324.0,8.5,1.6,58.6,12.9,0.0,0.0,0.0,0.0
＜いも類＞　アメリカほどいも　塊根　生,＜いも類＞　アメリカほどいも　塊根　生,100,146.0,5.9,0.6,30.5,11.1,0.0,0.0,0.0,15.0
＜いも類＞　アメリカほどいも　塊根　ゆで,＜いも類＞　アメリカほどいも　塊根　ゆで,100,144.0,6.0,0.8,27.9,8.4,0.0,0.0,0.0,9.0
＜いも類＞　きくいも　塊茎　生,＜いも類＞　きくいも　塊茎　生,100,66.0,1.9,0.4,2.7,1.9,0.0,0.0,0.0,10.0
＜いも類＞　きくいも　塊茎　水煮,＜いも類＞　きくいも　塊茎　水煮,100,51.0,1.6,0.5,2.1,2.1,0.0,0.0,0.0,6.0
＜いも類＞　こんにゃく　精粉,＜いも類＞　こんにゃく　精粉,100,194.0,3.0,0.1,0.0,79.9,0.0,0.0,0.0,0.0
＜いも類＞　こんにゃく　板こんにゃく　精粉こんにゃく,＜いも類＞　こんにゃく　板こんにゃく　精粉こんにゃく,100,5.0,0.1,0.0,0.0,2.2,0.0,0.0,0.0,0.0
＜いも類＞　こんにゃく　板こんにゃく　生いもこんにゃく,＜いも類＞　こんにゃく　板こんにゃく　生いもこんにゃく,100,8.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,0.0
＜いも類＞　こんにゃく　赤こんにゃく,＜いも類＞　こんにゃく　赤こんにゃく,100,6.0,0.1,0.0,0.0,2.3,0.0,0.0,0.0,0.0
＜いも類＞　こんにゃく　凍みこんにゃく　乾,＜いも類＞　こんにゃく　凍みこんにゃく　乾,100,192.0,3.3,1.4,0.0,71.3,0.0,0.0,0.0,0.0
＜いも類＞　こんにゃく　凍みこんにゃく　ゆで,＜いも類＞　こんにゃく　凍みこんにゃく　ゆで,100,42.0,0.7,0.3,0.0,15.5,0.0,0.0,0.0,0.0
＜いも類＞　こんにゃく　しらたき,＜いも類＞　こんにゃく　しらたき,100,7.0,0.2,0.0,0.0,2.9,0.0,0.0,0.0,0.0
＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　生,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　生,100,127.0,0.9,0.5,28.4,2.8,3.0,0.0,0.0,25.0
＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　蒸し,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　蒸し,100,129.0,0.9,0.2,28.9,3.8,4.0,0.0,0.0,20.0
＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　天ぷら,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　天ぷら,100,205.0,1.4,6.8,33.5,3.1,5.0,0.0,0.0,21.0
＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　生,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　生,100,126.0,1.2,0.2,28.3,2.2,2.0,0.0,0.0,29.0
＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　蒸し,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　蒸し,100,131.0,1.2,0.2,30.3,2.3,2.0,0.0,0.0,29.0
＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　焼き,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　焼き,100,151.0,1.4,0.2,34.4,3.5,1.0,0.0,0.0,23.0
＜いも類＞　（さつまいも類）　さつまいも　蒸し切干,＜いも類＞　（さつまいも類）　さつまいも　蒸し切干,100,277.0,3.1,0.6,62.5,5.9,0.0,0.0,0.0,9.0
＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　生,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　生,100,123.0,1.2,0.3,27.5,2.5,0.0,0.0,0.0,29.0
＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　蒸し,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　蒸し,100,122.0,1.2,0.3,27.2,3.0,0.0,0.0,0.0,24.0
＜いも類＞　（さといも類）　さといも　球茎　生,＜いも類＞　（さといも類）　さといも　球茎　生,100,53.0,1.5,0.1,10.3,2.3,0.0,0.0,0.0,6.0
＜いも類＞　（さといも類）　さといも　球茎　水煮,＜いも類＞　（さといも類）　さといも　球茎　水煮,100,52.0,1.5,0.1,10.2,2.4,0.0,0.0,0.0,5.0
＜いも類＞　（さといも類）　さといも　球茎　冷凍,＜いも類＞　（さといも類）　さといも　球茎　冷凍,100,69.0,2.2,0.1,12.5,2.0,0.0,0.0,0.0,5.0
＜いも類＞　（さといも類）　セレベス　球茎　生,＜いも類＞　（さといも類）　セレベス　球茎　生,100,80.0,2.2,0.3,15.6,2.3,1.0,0.0,0.0,6.0
＜いも類＞　（さといも類）　セレベス　球茎　水煮,＜いも類＞　（さといも類）　セレベス　球茎　水煮,100,77.0,2.1,0.3,15.2,2.2,1.0,0.0,0.0,4.0
＜いも類＞　（さといも類）　たけのこいも　球茎　生,＜いも類＞　（さといも類）　たけのこいも　球茎　生,100,97.0,1.7,0.4,18.6,2.8,1.0,0.0,0.0,6.0
＜いも類＞　（さといも類）　たけのこいも　球茎　水煮,＜いも類＞　（さといも類）　たけのこいも　球茎　水煮,100,86.0,1.6,0.4,17.6,2.4,1.0,0.0,0.0,4.0
＜いも類＞　（さといも類）　みずいも　球茎　生,＜いも類＞　（さといも類）　みずいも　球茎　生,100,111.0,0.7,0.4,23.1,2.2,1.0,0.0,0.0,7.0
＜いも類＞　（さといも類）　みずいも　球茎　水煮,＜いも類＞　（さといも類）　みずいも　球茎　水煮,100,101.0,0.7,0.4,22.0,2.5,0.0,0.0,0.0,4.0
＜いも類＞　（さといも類）　やつがしら　球茎　生,＜いも類＞　（さといも類）　やつがしら　球茎　生,100,94.0,3.0,0.7,18.4,2.8,1.0,0.0,0.0,7.0
＜いも類＞　（さといも類）　やつがしら　球茎　水煮,＜いも類＞　（さといも類）　やつがしら　球茎　水煮,100,92.0,2.7,0.6,18.2,2.8,0.0,0.0,0.0,5.0
＜いも類＞　じゃがいも　塊茎　皮つき　生,＜いも類＞　じゃがいも　塊茎　皮つき　生,100,51.0,1.8,0.1,14.2,9.8,0.0,0.0,0.0,28.0
＜いも類＞　じゃがいも　塊茎　皮つき　電子レンジ調理,＜いも類＞　じゃがいも　塊茎　皮つき　電子レンジ調理,100,78.0,2.1,0.2,15.6,3.9,1.0,0.0,0.0,13.0
＜いも類＞　じゃがいも　塊茎　皮つき　フライドポテト　（生を揚げたもの）,＜いも類＞　じゃがいも　塊茎　皮つき　フライドポテト　（生を揚げたもの）,100,153.0,2.7,5.6,21.6,4.3,1.0,0.0,0.0,16.0
＜いも類＞　じゃがいも　塊茎　皮なし　生,＜いも類＞　じゃがいも　塊茎　皮なし　生,100,59.0,1.8,0.1,15.5,8.9,0.0,0.0,0.0,28.0
＜いも類＞　じゃがいも　塊茎　皮なし　水煮,＜いも類＞　じゃがいも　塊茎　皮なし　水煮,100,71.0,1.7,0.1,14.6,3.1,0.0,0.0,0.0,18.0
＜いも類＞　じゃがいも　塊茎　皮なし　蒸し,＜いも類＞　じゃがいも　塊茎　皮なし　蒸し,100,76.0,1.9,0.3,15.1,3.5,0.0,0.0,0.0,11.0
＜いも類＞　じゃがいも　塊茎　皮なし　電子レンジ調理,＜いも類＞　じゃがいも　塊茎　皮なし　電子レンジ調理,100,78.0,1.9,0.1,15.9,3.5,0.0,0.0,0.0,23.0
＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（生を揚げたもの）,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（生を揚げたもの）,100,159.0,2.7,5.9,23.0,3.9,1.0,0.0,0.0,16.0
＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（市販冷凍食品を揚げたもの）,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（市販冷凍食品を揚げたもの）,100,229.0,2.9,10.6,25.0,3.1,0.0,0.0,0.0,40.0
＜いも類＞　じゃがいも　乾燥マッシュポテト,＜いも類＞　じゃがいも　乾燥マッシュポテト,100,347.0,6.6,0.6,67.1,6.6,0.0,0.0,0.0,5.0
＜いも類＞　ヤーコン　塊根　生,＜いも類＞　ヤーコン　塊根　生,100,52.0,0.6,0.3,0.5,1.1,2.0,0.0,0.0,3.0
＜いも類＞　ヤーコン　塊根　水煮,＜いも類＞　ヤーコン　塊根　水煮,100,42.0,0.6,0.3,0.0,1.2,2.0,0.0,0.0,2.0
＜いも類＞　（やまのいも類）　ながいも　いちょういも　塊根　生,＜いも類＞　（やまのいも類）　ながいも　いちょういも　塊根　生,100,108.0,4.5,0.5,21.5,1.4,0.0,0.0,0.0,7.0
＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　生,＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　生,100,64.0,2.2,0.3,12.9,1.0,0.0,0.0,0.0,6.0
＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　水煮,＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　水煮,100,58.0,2.0,0.3,11.8,1.4,0.0,0.0,0.0,4.0
＜いも類＞　（やまのいも類）　ながいも　やまといも　塊根　生,＜いも類＞　（やまのいも類）　ながいも　やまといも　塊根　生,100,119.0,4.5,0.2,24.5,2.5,1.0,0.0,0.0,5.0
＜いも類＞　（やまのいも類）　じねんじょ　塊根　生,＜いも類＞　（やまのいも類）　じねんじょ　塊根　生,100,118.0,2.8,0.7,23.4,2.0,0.0,0.0,0.0,15.0
＜いも類＞　（やまのいも類）　だいじょ　塊根　生,＜いも類＞　（やまのいも類）　だいじょ　塊根　生,100,102.0,2.6,0.1,21.6,2.2,0.0,0.0,0.0,17.0
＜でん粉・でん粉製品＞　（でん粉類）　おおうばゆりでん粉,＜でん粉・でん粉製品＞　（でん粉類）　おおうばゆりでん粉,100,327.0,0.1,0.1,80.2,0.8,0.0,0.0,0.0,0.0
＜でん粉・でん粉製品＞　（でん粉類）　キャッサバでん粉,＜でん粉・でん粉製品＞　（でん粉類）　キャッサバでん粉,100,354.0,0.1,0.2,85.3,0.0,0.0,0.0,0.0,0.0
＜でん粉・でん粉製品＞　（でん粉類）　くずでん粉,＜でん粉・でん粉製品＞　（でん粉類）　くずでん粉,100,356.0,0.2,0.2,85.6,0.0,0.0,0.0,0.0,0.0
＜でん粉・でん粉製品＞　（でん粉類）　米でん粉,＜でん粉・でん粉製品＞　（でん粉類）　米でん粉,100,375.0,0.2,0.7,89.3,0.0,0.0,0.0,0.0,0.0
＜でん粉・でん粉製品＞　（でん粉類）　小麦でん粉,＜でん粉・でん粉製品＞　（でん粉類）　小麦でん粉,100,360.0,0.2,0.5,86.0,0.0,0.0,0.0,0.0,0.0
＜でん粉・でん粉製品＞　（でん粉類）　サゴでん粉,＜でん粉・でん粉製品＞　（でん粉類）　サゴでん粉,100,357.0,0.1,0.2,86.1,0.0,0.0,0.0,0.0,0.0
＜でん粉・でん粉製品＞　（でん粉類）　さつまいもでん粉,＜でん粉・でん粉製品＞　（でん粉類）　さつまいもでん粉,100,340.0,0.1,0.2,82.0,0.0,0.0,0.0,0.0,0.0
＜でん粉・でん粉製品＞　（でん粉類）　じゃがいもでん粉,＜でん粉・でん粉製品＞　（でん粉類）　じゃがいもでん粉,100,338.0,0.1,0.1,81.6,0.0,0.0,0.0,0.0,0.0
＜でん粉・でん粉製品＞　（でん粉類）　とうもろこしでん粉,＜でん粉・でん粉製品＞　（でん粉類）　とうもろこしでん粉,100,363.0,0.1,0.7,86.3,0.0,0.0,0.0,0.0,0.0
＜でん粉・でん粉製品＞　（でん粉製品）　くずきり　乾,＜でん粉・でん粉製品＞　（でん粉製品）　くずきり　乾,100,341.0,0.2,0.2,81.5,0.9,0.0,0.0,0.0,0.0
